V1;X01D2Z36;X0319.6G20;X053A03.B.DI.P58;X27F.1492R;X37.13;X67.14;A0839;A21b;A4b;AB1;AKIW781;AKYH767;Acetobacteraceae;Acidiferrobacteraceae;Acidimicrobiaceae;Acidobacteriaceae..Subgroup.1.;Acidothermaceae;Actinobacteria.bacterium.RBG_13_63_9;Actinomycetaceae;Aerococcaceae;Aeromonadaceae;Alicyclobacillaceae;Alteromonadaceae;Ambiguous_taxa;Amoebophilaceae;Archangiaceae;Ardenticatenaceae;Atopobiaceae;Azospirillaceae;B1.7BS;BIrii41;BSV26;Babeliaceae;Bacillaceae;Bacteriovoracaceae;Bacteroidetes.vadinHA17;Bdellovibrionaceae;Beggiatoaceae;Beijerinckiaceae;Bifidobacteriaceae;Blfdi19;Brevibacteriaceae;Burkholderiaceae;CPla.3.termite.group;Caedibacteraceae;Caldicoprobacteraceae;Caldilineaceae;Cardiobacteriaceae;Carnobacteriaceae;Catenulisporaceae;Caulobacteraceae;Cellulomonadaceae;Cellvibrionaceae;Chitinimonadaceae;Chitinophagaceae;Chlamydiaceae;Chloroflexaceae;Christensenellaceae;Chromobacteriaceae;Chthoniobacteraceae;Clostridiaceae.1;Clostridiaceae.2;Clostridiaceae.3;Clostridiales.Incertae.Sedis;Clostridiales.vadinBB60.group;Corynebacteriaceae;Coxiellaceae;Criblamydiaceae;Crocinitomicaceae;Cryptosporangiaceae;Cyclobacteriaceae;Cytophagaceae;D05.2;Deferribacteraceae;Defluviitaleaceae;Deinococcaceae;Demequinaceae;Dermabacteraceae;Desulfarculaceae;Desulfobulbaceae;Desulfovibrionaceae;Desulfuromonadaceae;Devosiaceae;Diplorickettsiaceae;Dongiaceae;Eel.36e1D6;Elsteraceae;Enterobacteriaceae;Enterococcaceae;Entotheonellaceae;Erysipelotrichaceae;Eubacteriaceae;FFCH16767;FFCH9454;Family.X;Family.XI;Family.XII;Family.XIII;Family.XVIII;Fibrobacteraceae;Fimbriimonadaceae;Flavobacteriaceae;Frankiaceae;Fusobacteriaceae;GWF2.29.10;Gaiellaceae;Gallionellaceae;Geminicoccaceae;Gemmataceae;Gemmatimonadaceae;Geobacteraceae;Geodermatophilaceae;Gracilibacteraceae;Haliangiaceae;Halieaceae;Halomonadaceae;Haloplasmataceae;Halothiobacillaceae;Heliobacteriaceae;Herpetosiphonaceae;Holophagaceae;Holosporaceae;Hydrogenophilaceae;Hymenobacteraceae;Hyphomicrobiaceae;Hyphomonadaceae;Iamiaceae;Ilumatobacteraceae;Inquilinaceae;Intrasporangiaceae;Isosphaeraceae;JG30.KF.AS9;JG30.KF.CM45;KD3.10;KD3.93;KF.JG30.B3;Kaistiaceae;Kineosporiaceae;Koribacteraceae;Ktedonobacteraceae;Labraceae;Lachnospiraceae;Lactobacillaceae;Latescibacteraceae;Legionellaceae;Lentimicrobiaceae;Leptospiraceae;Leptotrichiaceae;LiUU.11.161;Limnochordaceae;Lolium.perenne;Longimicrobiaceae;MSB.4B10;Magnetospiraceae;Magnetospirillaceae;Methylacidiphilaceae;Methylococcaceae;Methyloligellaceae;Methylophilaceae;Micavibrionaceae;Microbacteriaceae;Micrococcaceae;Micromonosporaceae;Micropepsaceae;Microscillaceae;Microtrichaceae;Midichloriaceae;Mitochondria;Moraxellaceae;Mycobacteriaceae;Myxococcaceae;NS11.12.marine.group;NS9.marine.group;Nakamurellaceae;Nannocystaceae;Neisseriaceae;Nitrosococcaceae;Nitrosomonadaceae;Nitrospiraceae;Nocardiaceae;Nocardioidaceae;Nocardiopsaceae;Oligoflexaceae;Opitutaceae;P3OB.42;Paenibacillaceae;Paludibacteraceae;Paracaedibacteraceae;Parachlamydiaceae;Parvibaculaceae;Pasteurellaceae;Pasteuriaceae;Pedosphaeraceae;Peptococcaceae;Peptostreptococcaceae;Phaselicystidaceae;Phycisphaeraceae;Pirellulaceae;Piscirickettsiaceae;Planococcaceae;Pleomorphomonadaceae;Polyangiaceae;Porphyromonadaceae;Prevotellaceae;Procabacteriaceae;Prolixibacteraceae;Promicromonosporaceae;Propionibacteriaceae;Pseudohongiellaceae;Pseudomonadaceae;Pseudonocardiaceae;Pyrinomonadaceae;Reyranellaceae;Rhizobiaceae;Rhizobiales.Incertae.Sedis;Rhodanobacteraceae;Rhodobacteraceae;Rhodocyclaceae;Rhodomicrobiaceae;Rhodopirillaceae;Rhodospirillaceae;Rhodothermaceae;Rickettsiaceae;Rikenellaceae;Roseiflexaceae;Rubrobacteriaceae;Ruminococcaceae;SC.I.84;SM2D12;SRB2;Saccharimonadaceae;Saccharum.hybrid.cultivar;Sandaracinaceae;Sanguibacteraceae;Saprospiraceae;Schlesneriaceae;Simkaniaceae;Solibacteraceae..Subgroup.3.;Solimonadaceae;Solirubrobacteraceae;Sphingobacteriaceae;Sphingomonadaceae;Spirosomaceae;Spongiibacteraceae;Sporichthyaceae;Staphylococcaceae;Steroidobacteraceae;Streptococcaceae;Streptomycetaceae;Streptosporangiaceae;Syntrophaceae;Syntrophomonadaceae;TRA3.20;Tepidisphaeraceae;Thermoactinomycetaceae;Thermoanaerobaculaceae;Thermomonosporaceae;Trueperaceae;UBA12409;UBA12411;URHD0088;Unknown.Family;VHS.B3.70;Veillonellaceae;Vermiphilaceae;Verrucomicrobiaceae;Vibrionaceae;Vulgatibacteraceae;WD2101.soil.group;Weeksellaceae;Woeseiaceae;Xanthobacteraceae;Xanthomonadaceae;Xiphinematobacteraceae;bac2nit3;bacteriap25;bacterium.Ellin6089;bacterium.enrichment.culture.clone.B30.2011.;cvE6;env.OPS.17;groundwater.metagenome;metagenome;mle1.27;possible.family.01;uncultured;uncultured.Acetobacteraceae.bacterium;uncultured.Acidimicrobiales.bacterium;uncultured.Acidimicrobidae.bacterium;uncultured.Aciditerrimonas.sp.;uncultured.Acidobacteria.bacterium;uncultured.Acidobacteriaceae.bacterium;uncultured.Acidobacteriales.bacterium;uncultured.Acidobacterium.sp.;uncultured.Acidothermaceae.bacterium;uncultured.Actinomycetales.bacterium;uncultured.Bradyrhizobiaceae.bacterium;uncultured.Candidatus.Saccharibacteria.bacterium;uncultured.Chloroflexi.bacterium;uncultured.Desulfoglaeba.sp.;uncultured.Green.Bay.ferromanganous.micronodule.bacterium.MND8;uncultured.Ignavibacterium.sp.;uncultured.Nakamurellaceae.bacterium;uncultured.Rhodospirillaceae.bacterium;uncultured.Rhodospirillales.bacterium;uncultured.Syntrophobacteraceae.bacterium;uncultured.Termite.group.1.bacterium;uncultured.Thermaerobacter.sp.;uncultured.actinobacterium;uncultured.alpha.proteobacterium;uncultured.bacterium;uncultured.bacterium..0319.6E22;uncultured.bacterium.KF.JG30.B11;uncultured.bacterium.SBR2096;uncultured.bacterium.SBRH58;uncultured.bacterium.gp7;uncultured.candidate.division.SBR1093.bacterium;uncultured.delta.proteobacterium;uncultured.gamma.proteobacterium;uncultured.organism;uncultured.prokaryote;uncultured.proteobacterium;uncultured.soil.bacterium
BactV5V7-BC362-233_S362_L001;1214;0;54;0;0;4;575;4;226;0;0;0;11;40;0;55;9;0;15;0;0;0;58;0;174;0;77;0;0;155;11;6;0;8;1242;49;0;83;0;98;0;0;0;3849;0;6;0;0;0;0;0;479;0;0;0;294;4;0;0;0;24;49;0;0;0;0;0;3;0;47;0;0;0;0;0;0;0;0;0;225;0;0;6;167;0;160;0;0;0;0;74;0;0;0;0;0;0;0;0;0;13;32;173;0;0;0;995;0;87;0;994;143;168;7;84;0;0;0;0;0;3;0;0;0;420;171;5;23;194;0;285;0;5;0;2;5;27;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;27;0;3;612;0;0;518;355;0;72;1181;122;36;60;0;0;2;0;414;0;0;0;31;8;9;0;1024;352;42;899;0;8;0;10;280;0;2;21;0;0;0;519;0;0;24;17;0;0;0;0;49;0;0;0;13;13;113;6;1444;93;56;71;431;150;27;0;135;2;0;0;0;0;0;223;32;9;1356;2;0;37;0;0;0;2;0;11;295;20;227;7;1218;23;0;17;0;324;0;231;36;0;0;129;0;6;74;30;0;0;0;0;49;0;0;3;0;0;32;0;7;21;1295;259;0;0;157;0;5;19;69;0;113;2;0;1314;0;0;27;34;0;0;0;0;0;0;0;0;0;0;0;9;0;18;6;0;0;0;8;0;275;0;0;0;9;0;0;19;0;0;0;12;8
BactV5V7-BC31-74_S31_L001;7;0;164;0;0;0;11;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;627;0;0;0;0;0;0;0;11;0;0;8;3171;41;0;0;0;7;0;58;0;5127;0;9;0;0;0;0;0;348;12;0;0;349;0;0;0;8;0;110;0;0;0;0;87;0;0;4;0;0;0;0;0;0;7;0;0;3;0;0;0;0;80;126;0;0;126;93;0;0;3;0;0;0;19;0;0;0;0;0;119;0;0;0;0;0;0;0;30;92;0;0;8;0;0;0;0;0;0;0;16;0;19;9;0;11;0;10;0;0;0;0;0;0;0;0;7;0;0;0;28;24;0;0;0;0;0;0;24;0;0;0;0;17;0;0;0;18;0;8;83;453;0;49;0;0;278;13;21;0;0;0;0;0;0;0;0;0;0;25;0;25;0;0;4017;0;0;30;0;0;0;18;9;7;0;0;0;0;122;0;381;0;0;5;0;0;58;0;3901;419;0;0;586;0;45;0;20;0;0;7;0;36;0;0;0;28;8;0;0;8;0;0;0;0;0;23;0;0;25;35;61;0;0;0;28;43;0;8613;0;0;0;0;0;27;0;37;0;0;0;0;73;0;0;0;0;0;0;0;93;0;66;16;0;0;0;0;0;0;11;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC61-183_S61_L001;4;0;37;0;0;0;7;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;51;0;0;0;0;0;35;0;0;0;0;310;10;0;11;0;3;0;0;0;2239;0;0;0;0;0;0;0;80;18;297;0;26;0;0;0;0;0;4850;3;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;4;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;20;46;0;28;0;4;644;0;0;0;0;0;0;0;4;0;0;0;0;0;0;21;0;0;384;0;6;0;0;0;0;0;14;0;0;0;0;0;0;18;11;0;0;19;44;0;20;0;18280;0;0;0;408;0;43;20;6;0;0;0;0;7;0;0;0;58;0;0;0;6;0;0;0;0;0;0;0;0;0;6;10;0;0;0;0;12;0;67;0;0;0;0;0;4;0;57;0;0;0;0;87;0;1794;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC236-93_S236_L001;324;0;68;0;0;0;292;0;182;0;0;0;7;8;0;17;28;0;18;0;0;3;12;747;54;0;29;0;0;85;0;47;0;0;246;147;0;117;0;151;0;0;0;10833;0;0;0;0;0;0;0;807;0;490;0;556;0;0;0;0;13;19;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;126;0;0;0;222;0;122;0;0;6;0;0;0;0;0;0;0;0;15;0;0;94;40;1656;3;0;15;494;0;0;0;259;100;51;0;121;0;0;0;0;0;0;0;0;0;531;93;9;18;108;0;213;0;0;0;0;57;0;0;0;35;0;2;8;0;0;0;0;0;0;0;0;0;35;0;0;12;0;0;120;68;0;43;567;21;45;129;0;0;2;34;202;114;0;0;12;0;0;0;467;351;14;409;0;30;0;34;96;0;0;2;0;0;0;556;0;4;25;6;0;0;0;0;353;0;0;0;9;0;68;0;453;19;10;0;671;56;9;20;135;0;0;0;0;0;0;80;11;0;1100;0;0;0;0;7;0;0;0;0;332;14;112;12;1431;39;0;32;0;272;0;211;7;0;0;82;0;0;28;6;0;2;0;0;61;0;0;0;5;0;15;5;32;20;724;511;0;0;9;0;0;3;155;0;61;7;0;659;0;0;0;0;28;0;0;36;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;128;11;0;0;0;0;0;0;0;0;0;0;14
BactV5V7-BC358-229_S358_L001;961;0;109;0;0;0;460;0;183;0;0;0;12;33;0;32;19;0;9;0;0;0;96;0;115;0;12;0;0;185;0;39;0;0;1007;61;0;43;0;90;0;0;0;4403;0;0;0;0;0;0;4;511;0;0;0;311;4;0;0;0;34;72;0;0;0;0;0;0;0;26;0;0;0;0;0;0;5;0;0;207;4;0;16;161;0;133;0;0;0;0;47;0;0;0;0;0;0;17;0;0;32;27;290;2;0;4;813;0;85;0;1190;227;112;0;118;0;0;0;0;0;0;0;0;0;397;185;0;26;170;0;250;0;7;0;0;19;27;0;9;36;0;0;9;0;3;0;0;0;0;0;0;0;23;0;0;772;0;0;430;311;0;80;1084;180;99;72;0;0;0;0;492;0;3;2;62;32;25;0;960;281;20;721;0;4;0;22;341;0;0;19;0;0;0;557;0;12;44;38;0;0;42;0;40;0;0;0;25;0;128;0;2008;126;21;96;310;143;28;0;172;0;0;7;0;4;0;152;23;8;1182;4;0;5;0;4;0;10;0;10;322;18;190;9;1464;46;0;34;0;287;0;202;41;8;0;144;0;0;59;34;0;0;0;0;77;0;0;3;0;0;35;0;18;22;1516;238;0;0;139;5;0;0;103;0;100;2;0;1135;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;13;0;0;0;194;13;0;0;9;0;0;0;0;0;0;0;18
BactV5V7-BC75-210_S75_L001;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;0;0;0;0;0;0;133;0;0;0;0;544;13;0;6;0;0;0;0;0;1069;0;0;6;0;0;0;0;107;0;1090;0;66;0;0;17;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;7;22;0;0;0;66;0;0;0;0;0;0;0;17;0;0;0;0;92;0;10;0;0;0;0;0;9;16;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;13;10;0;0;10;0;0;816;0;0;0;0;0;0;0;24;0;14;5;0;0;0;11;0;0;508;0;30;0;0;0;0;0;0;10;0;0;0;0;0;0;14;0;0;0;0;0;0;0;25557;8;0;0;26;0;13;0;16;0;0;8;0;6;0;0;0;67;0;0;0;9;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;46;0;163;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;93;0;10;13;0;0;0;0;0;0;10;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC77-217_S77_L001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;719;2;0;0;0;0;0;10;0;0;0;0;1075;8;0;0;0;0;0;0;0;324;0;0;10;0;0;0;0;28;0;20;0;128;0;0;0;0;0;36;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;7;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;28;0;0;0;0;0;0;0;5;26;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;3;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;849;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;401;0;0;2;0;0;0;0;11;12;0;0;0;0;0;0;0;0;0;0;0;0;61;0;25996;0;0;0;0;0;0;24;0;0;0;5;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;1280;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC215-61_S215_L001;742;0;58;0;0;0;333;0;201;0;0;0;19;8;0;19;20;0;14;0;0;0;26;40;99;0;77;0;0;139;5;51;0;0;305;85;0;118;0;102;0;0;0;9171;0;0;0;0;0;0;0;596;0;38;9;569;0;0;0;0;11;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;0;0;0;148;0;225;0;0;6;0;31;0;0;0;0;0;0;0;0;0;110;24;688;15;0;2;544;0;0;0;1145;235;75;11;123;0;0;0;0;0;0;0;0;0;406;107;0;0;110;0;184;0;7;0;0;28;41;0;0;72;0;0;17;0;0;0;0;0;0;0;0;0;36;0;0;45;0;0;202;38;0;36;917;151;108;258;0;0;0;30;249;141;0;0;40;3;0;0;617;417;15;463;0;0;0;22;123;0;5;2;0;0;0;839;0;14;28;22;0;0;2;0;369;0;0;0;36;0;87;0;469;34;53;36;543;101;34;6;79;0;0;0;0;0;0;278;28;0;1180;0;0;11;0;5;0;0;0;0;482;11;127;2;1335;11;0;38;0;346;0;276;8;0;0;78;0;0;81;54;0;0;0;0;97;0;0;0;0;0;21;0;13;25;934;439;0;0;74;0;0;0;159;0;34;0;0;772;8;0;34;0;18;0;0;22;0;0;0;0;0;0;0;0;2;0;8;0;6;0;5;0;206;13;0;0;0;0;0;12;0;0;0;0;17
BactV5V7-BC376-247_S376_L001;1105;0;73;0;2;0;653;0;213;2;0;0;3;21;8;46;60;0;15;0;0;0;74;0;120;0;37;0;0;103;0;14;0;0;647;71;0;158;0;84;0;10;0;6505;0;0;0;0;0;0;0;335;0;8;0;383;0;0;3;0;35;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;9;8;14;89;8;109;0;0;0;0;37;0;0;0;0;0;0;7;0;0;83;31;442;20;0;0;1019;0;45;0;1305;434;102;15;121;0;0;0;0;0;0;0;11;0;524;162;7;0;198;0;251;0;9;0;0;29;37;0;0;40;0;0;28;0;7;3;3;0;0;5;0;0;0;0;0;360;0;0;457;0;0;22;640;161;67;60;0;0;3;0;356;2;9;6;17;9;33;0;876;390;0;565;0;13;0;41;147;39;0;19;0;0;0;790;0;0;0;21;3;0;0;0;100;0;0;0;99;0;122;0;630;30;16;64;127;115;0;0;334;3;0;10;0;0;0;121;34;12;1498;11;0;12;0;8;0;0;0;2;433;0;206;12;1115;53;0;56;0;407;0;189;27;0;0;154;0;8;72;67;0;0;0;0;71;0;0;6;2;0;65;0;23;21;1254;273;0;0;78;0;0;0;134;0;52;0;0;1510;0;0;46;0;0;0;49;0;0;0;0;13;0;0;0;0;0;12;0;0;11;0;0;0;321;6;4;0;0;0;0;18;0;0;0;0;0
BactV5V7-BC4-12_S4_L001;16;0;239;0;0;0;17;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;1013;274;21;0;20;0;0;81;0;38;0;15;2652;13;0;34;0;100;0;0;0;7589;0;0;0;0;0;8;0;235;78;87;0;181;0;0;0;0;0;228;0;0;0;0;89;0;0;0;0;0;0;0;0;5;0;26;0;11;0;0;0;137;159;112;0;0;213;0;0;6;0;0;0;0;16;9;0;36;0;0;504;0;0;0;87;0;0;0;19;170;0;68;37;0;0;0;0;0;0;14;0;0;37;16;0;25;25;0;63;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;18;0;21;0;0;40;0;0;14;53;0;30;51;179;0;21;0;0;401;0;69;0;0;0;21;0;51;0;36;0;77;144;0;21;0;0;2597;0;9;9;0;0;0;62;0;16;0;0;0;0;35;0;55;0;0;73;0;0;141;0;6921;264;0;43;652;0;65;55;37;0;0;0;0;68;0;0;0;51;24;0;0;0;0;14;0;0;0;0;8;32;0;19;248;9;0;21;93;84;38;2513;0;0;0;18;7;8;0;294;0;0;0;0;200;0;0;10;0;0;0;0;0;0;273;281;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC227-83_S227_L001;490;0;58;0;0;0;338;4;105;0;0;0;14;16;0;0;28;2;7;0;0;0;45;57;87;0;32;2;0;85;0;164;0;0;352;74;0;103;0;124;0;6;0;10045;0;0;0;0;0;0;0;711;11;116;0;538;0;0;0;0;13;66;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;100;0;0;11;297;0;103;0;0;13;0;26;0;0;0;0;0;0;24;14;0;211;56;1385;14;0;0;508;0;2;0;659;249;100;10;138;0;0;0;0;0;5;0;0;0;520;75;0;0;96;0;276;0;5;0;0;40;16;0;4;28;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;23;0;0;188;78;0;80;1719;138;92;179;0;0;5;41;229;161;0;0;35;8;0;0;345;203;0;693;0;0;0;28;165;0;0;0;0;0;0;453;0;0;14;9;0;0;22;0;371;0;0;0;54;0;72;0;553;41;17;38;800;68;18;3;107;0;0;5;0;0;0;173;39;13;742;0;0;24;0;0;0;0;0;8;256;14;144;16;1296;14;0;26;0;217;0;338;14;0;0;41;0;2;37;50;0;0;0;0;51;0;20;0;0;0;8;0;17;0;859;349;0;0;41;6;0;0;134;0;36;0;0;624;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;150;6;0;0;0;0;0;4;22;0;0;0;0
BactV5V7-BC195-3_S195_L001;500;0;63;0;0;0;141;4;97;0;0;0;8;0;0;11;31;0;7;0;0;0;29;1513;63;0;69;0;0;146;0;41;0;0;211;128;0;174;0;213;0;0;0;11865;0;9;0;0;0;0;0;844;0;312;7;122;0;5;0;0;0;12;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;80;0;2;8;323;7;116;0;0;0;0;15;0;0;0;0;0;0;20;0;0;82;38;1605;8;0;13;288;0;5;0;754;148;39;8;102;0;0;0;0;0;0;0;0;0;427;42;0;0;65;0;136;0;0;0;0;40;0;0;0;23;0;0;19;0;0;0;0;0;0;0;0;0;12;0;0;82;0;0;135;111;0;45;575;104;52;225;0;0;21;12;127;85;11;3;20;13;3;0;350;204;0;328;0;14;0;30;113;0;2;2;0;0;0;358;4;0;0;10;0;0;20;0;405;0;0;2;39;0;34;0;457;22;0;50;1145;37;0;36;232;0;0;0;0;4;0;137;12;0;862;0;0;0;0;0;0;5;0;0;233;0;61;5;1335;19;0;11;0;221;0;177;4;0;0;28;0;0;32;30;0;0;0;0;87;0;0;0;0;0;21;0;13;0;710;438;0;0;24;0;0;0;74;0;15;2;0;452;0;0;0;0;26;0;0;28;0;0;0;0;8;0;0;0;0;7;0;0;0;0;0;0;84;0;0;0;2;0;0;0;0;0;0;0;9
BactV5V7-BC17-42_S17_L001;252;0;267;0;0;0;399;4;0;0;11;0;0;13;0;0;3;0;0;0;0;0;339;51;69;0;17;0;0;61;0;33;0;0;915;119;0;59;0;40;0;0;0;6906;0;0;0;0;0;0;0;284;0;14;0;176;0;0;22;0;0;242;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;10;0;25;0;0;0;63;77;88;0;0;1103;74;0;0;0;0;0;0;25;16;2;0;0;0;4595;6;0;0;314;0;38;0;135;177;38;13;41;0;0;0;0;0;0;2;10;0;49;29;0;21;34;0;106;0;0;5;0;0;0;0;0;5;0;0;154;7;0;9;0;0;0;0;0;0;0;0;0;38;0;0;301;6;0;59;498;302;30;43;14;0;714;5;267;0;0;0;19;0;9;0;44;46;23;448;0;66;0;0;1950;0;0;43;0;0;0;41;0;0;0;18;0;0;51;0;85;0;0;0;52;0;170;0;4232;44;5;57;247;25;93;52;45;0;0;19;0;16;0;34;61;24;56;0;0;68;0;0;0;0;0;18;72;0;89;20;283;5;0;0;29;32;17;1698;13;0;0;9;0;6;0;18;0;0;0;0;45;0;47;0;0;0;0;0;147;0;562;59;0;0;47;0;0;0;0;0;0;16;0;384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;17;0;0;0;0;0
BactV5V7-BC196-4_S196_L001;410;0;79;0;0;0;126;0;107;0;0;0;5;13;0;5;35;0;5;0;0;0;25;246;44;0;71;0;0;73;0;148;0;0;217;116;0;166;0;148;0;0;0;10237;0;0;0;0;0;0;0;748;0;258;0;487;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;3;21;0;0;0;0;0;0;66;0;0;0;322;4;165;0;0;6;0;22;0;0;0;9;0;0;19;0;0;244;65;2679;0;0;0;274;0;0;0;688;189;24;8;131;0;0;0;0;0;0;13;0;0;403;45;9;0;19;3;72;0;0;0;0;54;16;0;0;32;0;0;9;0;0;0;0;0;0;0;0;0;25;0;0;18;0;0;152;91;0;40;826;110;71;293;4;0;0;55;135;112;0;0;18;16;0;0;371;252;0;241;0;9;0;32;92;0;10;0;0;0;0;712;0;0;14;36;0;0;0;0;595;0;0;0;35;0;42;0;1303;23;6;34;852;21;24;20;153;0;0;7;0;0;0;118;5;8;831;0;0;22;0;5;0;0;0;4;338;10;2;12;1538;17;0;7;0;227;0;190;9;0;0;40;0;0;31;33;0;0;0;0;78;0;0;3;0;0;12;0;16;10;713;422;0;0;0;0;0;0;166;0;18;0;0;518;0;0;0;0;15;0;0;0;0;0;0;0;0;6;0;0;0;12;0;0;0;0;0;0;105;7;0;0;0;0;0;0;0;0;0;0;9
BactV5V7-BC371-242_S371_L001;445;0;55;0;0;0;243;4;100;0;0;0;11;18;0;0;0;0;17;0;0;0;18;87;97;0;92;0;0;565;0;131;0;0;282;86;0;211;0;143;0;0;0;8010;0;13;0;2;0;0;0;1440;0;323;0;500;0;0;10;0;14;33;0;0;0;0;0;0;0;37;0;0;8;0;0;0;0;0;0;120;49;81;0;494;13;201;0;0;0;0;15;0;0;0;0;0;0;0;4;0;247;72;1688;7;0;12;304;0;18;0;732;300;45;0;100;0;0;0;0;0;0;0;0;0;189;66;40;0;84;5;140;0;0;0;0;16;19;0;0;25;0;0;178;0;0;0;3;5;0;0;2;0;44;0;0;545;0;0;109;102;0;51;511;62;57;262;5;0;0;36;145;55;49;0;23;10;6;0;455;188;0;387;0;20;0;19;92;12;22;3;0;0;0;452;0;0;0;10;0;0;0;0;339;0;0;0;69;0;41;16;373;24;14;77;753;73;48;98;2158;0;0;15;0;6;9;145;15;105;664;7;0;34;0;0;0;32;0;19;178;21;105;0;1716;64;0;2;0;216;0;162;10;0;0;90;0;0;49;19;0;0;0;0;86;0;0;3;3;0;6;0;11;14;614;522;0;0;0;0;0;0;150;0;29;17;0;565;0;0;42;0;17;2;24;0;0;0;0;0;5;0;0;0;0;8;0;0;14;0;0;0;114;0;4;0;8;0;0;0;0;0;0;0;7
