V1;X11.24;X211ds20;Acetobacterales;Acidiferrobacterales;Acidimicrobiales;Acidobacteriales;Actinomarinales;Actinomycetales;Aeromonadales;Alteromonadales;Ambiguous_taxa;Ardenticatenales;Armatimonadales;Azospirillales;BD72BR169;Babeliales;Bacillales;Bacteroidales;Bacteroidetes.VC2.1.Bac22;Bdellovibrionales;Beggiatoales;Betaproteobacteriales;Bifidobacteriales;C0119;CCD24;CCM11a;Caedibacterales;Caldilineales;Candidatus.Adlerbacteria;Candidatus.Kaiserbacteria;Cardiobacteriales;Catenulisporales;Caulobacterales;Cellvibrionales;Chitinophagales;Chlamydiales;Chloroflexales;Chloroflexi.bacterium.JEA33;Chloroplast;Chthoniobacterales;Clostridiales;Coriobacteriales;Corynebacteriales;Coxiellales;Cyanobacteria.Melainabacteria.group.bacterium.S15B.MN24.CBMW_12;Cytophagales;Dadabacteriales;Deferribacterales;Deinococcales;Desulfarculales;Desulfobacterales;Desulfovibrionales;Desulfuromonadales;Diplorickettsiales;Dongiales;EC3;Elev.16S.976;Elsterales;Enterobacteriales;Entotheonellales;Erysipelotrichales;F9P41300.M23;Fibrobacterales;Fimbriimonadales;Flavobacteriales;Frankiales;Fusobacteriales;Ga0077536;Gaiellales;Gammaproteobacteria.Incertae.Sedis;Gemmatales;Gemmatimonadales;Haloplasmatales;Halothiobacillales;Holophagales;Holosporales;IMCC26256;Ignavibacteriales;Isosphaerales;JG36.TzT.191;KI89A.clade;Kallotenuales;Kineosporiales;Kryptoniales;Ktedonobacterales;Lactobacillales;Latescibacterales;Legionellales;Leptospirales;Limnochordales;Lineage.IV;Longimicrobiales;MBA03;MBNT15;MVP.88;Methylacidiphilales;Methylococcales;Micavibrionales;Micrococcales;Micromonosporales;Micropepsales;Microtrichales;Myxococcales;NB1.j;Nitrosococcales;Nitrospirales;OPB41;OPB56;Oceanospirillales;Oligoflexales;Opitutales;PB19;PLTA13;Paracaedibacterales;Parvibaculales;Pasteurellales;PeM15;Pedosphaerales;Phycisphaerales;Pirellulales;Piscirickettsiales;Planctomycetales;Propionibacteriales;Pseudomonadales;Pseudonocardiales;Puniceispirillales;Pyrinomonadales;R7C24;RCP2.54;Reyranellales;Rhizobiales;Rhodobacterales;Rhodospirillales;Rhodothermales;Rickettsiales;Rokubacteriales;Rubrobacterales;S085;SAR202.clade;SAR324.clade.Marine.group.B.;SBR1031;SJA.15;SJA.28;SM1A07;Saccharimonadales;Salinisphaerales;Selenomonadales;Solibacterales;Solirubrobacterales;Sphingobacteriales;Sphingomonadales;Steroidobacterales;Streptomycetales;Streptosporangiales;Subgroup.12;Subgroup.2;Subgroup.7;Syntrophobacterales;TX1A.33;Tepidisphaerales;Thermoanaerobacterales;Thermoanaerobaculales;Thermomicrobiales;Tistrellales;Verrucomicrobiales;Vibrionales;Xanthomonadales;bacterium.LWH54;metagenome;planctomycete.A.2;uncultured;uncultured.Acidobacteria.bacterium;uncultured.Acidobacteriales.bacterium;uncultured.Actinomycetales.bacterium;uncultured.Anaerolineales.bacterium;uncultured.Antarctic.bacterium.LB3.13;uncultured.Armatimonadetes.bacterium;uncultured.Bellilinea.sp.;uncultured.Caldilineae.bacterium;uncultured.Catenuloplanes.sp.;uncultured.Chloroflexi.bacterium;uncultured.Clostridium.sp.;uncultured.Dehalococcoidia.bacterium;uncultured.Dehalogenimonas.sp.;uncultured.Elusimicrobia.bacterium;uncultured.Gemmatimonadales.bacterium;uncultured.Gemmatimonadetes.bacterium;uncultured.Halanaerobiaceae.bacterium;uncultured.Holophaga.sp.;uncultured.Micromonospora.sp.;uncultured.Nocardioidaceae.bacterium;uncultured.Planctomycetaceae.bacterium;uncultured.Planctomycetales.bacterium;uncultured.Streptomyces.sp.;uncultured.Termite.group.1.bacterium;uncultured.Truepera.sp.;uncultured.actinobacterium;uncultured.alpha.proteobacterium;uncultured.bacterium;uncultured.bacterium..0319.7F19;uncultured.bacterium..0425.2M17;uncultured.bacterium.17F9;uncultured.bacterium.246;uncultured.cyanobacterium;uncultured.microorganism;uncultured.prokaryote;uncultured.proteobacterium;uncultured.soil.bacterium
BactV5V7-BC378-249_S378_L001;19;12;0;26;0;0;164;0;0;5;195;276;0;2;703;0;5;291;349;0;336;0;13229;0;0;24;0;0;0;0;0;0;0;981;150;642;9;164;0;0;17;542;0;190;0;0;600;0;0;9;115;70;92;900;0;138;0;0;7;5;16;0;0;291;77;1677;111;0;0;558;81;0;695;0;0;3;0;104;0;0;0;13;0;0;0;0;0;0;0;8;0;11;48;0;33;0;0;0;5;877;97;88;188;761;14;0;184;0;33;24;78;0;0;73;2;4;0;0;405;12;0;0;0;630;708;29;0;0;5;28;64;2150;92;663;0;0;0;21;12;0;4;0;0;0;0;81;13;113;264;358;344;1207;253;273;34;0;14;103;0;0;0;0;30;0;24;0;0;385;0;48;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;2;0;0;0;0;0;0;12;0;147;0;0;0;0;0;0;0;5;6
BactV5V7-BC344-212_S344_L001;12;23;0;10;0;17;184;4;0;3;330;229;0;0;733;0;22;817;266;0;251;0;11027;0;0;25;0;16;0;0;0;0;0;1035;334;732;33;198;0;0;14;475;0;197;0;0;973;0;0;0;124;95;37;717;17;282;0;0;0;0;13;0;0;399;78;1764;72;0;0;569;131;0;822;0;0;7;0;83;0;0;0;13;0;0;0;0;0;0;0;0;0;0;37;0;18;0;0;0;16;851;93;69;181;824;7;0;180;0;36;7;68;0;0;71;14;7;0;0;543;33;0;0;0;320;943;22;0;30;0;0;72;2576;47;752;0;0;3;17;33;0;0;0;0;0;0;163;16;32;282;250;286;1537;227;153;36;0;17;140;0;0;0;0;37;0;26;0;0;427;0;41;0;71;0;0;0;0;12;0;0;0;0;0;0;0;3;0;0;0;0;0;18;0;0;0;0;0;2;12;0;152;0;0;0;0;0;0;2;0;0
BactV5V7-BC364-235_S364_L001;4;22;0;20;5;34;190;0;0;0;10;537;0;0;141;32;3;1220;8;0;155;0;10300;0;9;21;0;0;0;0;0;0;0;1179;23;290;35;349;0;0;18;122;0;301;0;0;313;0;0;0;151;0;0;110;21;138;0;0;23;0;35;0;0;34;25;432;262;0;0;1913;57;0;1768;0;0;0;4;199;0;0;0;16;0;0;0;3;0;9;0;0;2;12;2;0;39;0;0;0;0;994;148;31;307;467;34;0;287;0;64;0;79;0;0;114;18;0;0;0;584;14;0;0;0;842;990;98;3;50;0;12;111;3025;33;86;0;4;0;61;43;0;0;0;0;3;0;47;216;0;433;1002;172;2015;297;201;30;0;18;212;0;0;0;0;71;2;75;0;0;445;0;41;0;291;0;0;0;0;26;0;6;0;0;7;0;17;0;0;0;30;0;0;0;0;0;0;0;0;2;0;0;323;0;0;0;0;6;0;0;0;6
BactV5V7-BC13-33_S13_L001;0;0;0;56;0;0;4;0;0;0;63;0;0;0;108;0;56;9436;18;0;117;0;6429;0;0;0;0;0;0;0;0;0;0;204;31;77;41;0;0;0;4;268;0;305;0;13;36;0;0;21;8;0;0;95;31;0;0;0;0;199;0;0;0;0;0;474;8;0;0;108;61;0;24;0;0;0;0;17;0;6;0;0;0;0;0;0;201;0;0;0;5;0;0;0;0;0;0;0;0;277;40;0;62;57;0;0;9;0;0;0;212;0;0;0;0;0;3;0;75;0;0;0;0;1912;8846;29;0;0;0;0;2;737;79;6;0;504;0;0;0;0;0;0;0;0;0;9;0;16;16;76;59;240;54;3117;49;0;13;0;0;0;0;0;7;0;0;0;0;43;0;63;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC373-244_S373_L001;0;20;0;13;0;18;194;3;0;0;0;406;0;0;819;0;6;633;2803;0;154;0;7678;0;0;30;0;0;0;0;0;0;0;486;10;610;28;193;0;0;40;982;0;257;0;0;551;0;0;0;122;60;0;4614;0;88;0;0;16;0;28;0;0;50;23;996;63;0;0;1082;92;0;882;0;0;0;0;120;0;0;0;7;0;0;0;0;0;0;0;0;0;5;9;0;26;0;0;0;15;761;141;111;202;607;14;0;170;0;51;0;46;0;0;74;13;0;0;0;642;4;0;0;0;666;581;36;0;0;5;0;93;2290;0;943;0;12;0;26;24;0;7;0;0;0;0;60;0;14;444;474;439;782;254;163;72;0;27;164;0;0;0;30;25;0;31;0;0;344;0;30;0;134;16;0;0;0;0;0;0;0;0;2;0;0;0;0;0;25;0;0;9;0;0;0;0;0;0;24;0;154;0;0;0;0;0;0;0;0;0
BactV5V7-BC339-194_S339_L001;17;32;0;18;0;27;302;13;0;0;10;748;0;0;243;0;16;1208;5;0;156;0;9203;0;0;55;2;0;0;0;0;0;0;307;21;680;24;227;0;0;11;76;0;520;0;0;842;0;0;2;229;0;0;117;2;189;0;0;31;0;51;0;0;62;28;613;151;0;0;1881;92;0;1382;0;0;0;0;222;0;0;0;20;0;2;0;14;0;0;0;0;0;2;24;0;35;0;0;0;8;1088;172;30;397;537;17;0;583;0;49;15;71;0;0;186;7;0;0;0;1055;71;0;0;0;702;873;86;2;44;10;65;133;3025;10;137;0;14;0;35;33;0;5;0;0;0;0;16;0;0;573;645;311;2260;500;295;103;2;54;160;0;0;0;0;73;0;75;0;0;316;0;81;0;260;33;0;0;0;0;0;7;0;0;0;0;0;9;0;0;0;0;0;9;0;0;6;0;0;0;52;0;264;0;0;0;0;0;0;0;4;9
BactV5V7-BC223-78_S223_L001;21;25;0;17;0;13;236;0;0;0;116;338;0;14;168;0;12;845;32;0;250;0;12312;0;0;26;0;9;0;0;0;0;0;1000;183;507;0;240;0;0;11;61;0;265;0;0;971;0;0;3;137;2;0;220;4;160;0;0;11;20;44;0;0;77;33;1342;134;0;0;1032;63;0;784;0;0;0;0;155;0;0;0;26;0;0;0;0;0;0;0;0;0;0;29;0;15;0;0;0;11;1619;149;111;202;1020;6;0;297;0;16;0;123;0;0;149;10;0;0;0;741;22;0;0;0;563;1036;49;0;0;4;0;40;3052;18;26;0;4;0;11;14;0;0;0;0;0;0;34;13;0;351;403;175;1638;247;408;48;0;38;187;0;0;2;0;47;0;0;0;0;516;0;85;0;155;0;0;0;0;0;0;11;0;0;0;0;7;0;0;0;12;0;0;18;0;0;0;0;0;0;35;0;180;0;0;0;0;0;0;0;0;4
BactV5V7-BC374-245_S374_L001;23;27;0;46;6;26;148;0;0;0;14;532;0;0;633;0;139;834;1032;0;283;0;7974;0;7;34;0;0;0;0;0;0;5;399;5;380;23;173;0;0;13;494;0;391;0;0;548;0;0;2;104;124;61;3145;0;137;0;2;18;0;34;0;0;375;13;437;160;0;0;1422;85;0;936;0;0;0;0;157;0;0;0;11;0;5;0;0;0;0;0;0;0;33;47;0;24;0;0;0;6;873;185;63;317;680;8;0;162;0;45;0;90;0;0;93;3;0;0;0;739;31;0;0;0;756;1311;58;0;23;0;39;76;2463;26;1754;0;0;0;26;27;0;0;0;0;0;0;45;101;0;368;548;350;1214;293;342;86;0;54;96;6;0;0;0;31;0;43;0;0;314;0;120;0;166;47;0;0;0;2;0;8;8;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;36;0;204;2;0;0;4;0;0;0;0;0
BactV5V7-BC365-236_S365_L001;9;30;0;19;0;41;352;8;0;0;10;658;0;0;384;0;19;1023;381;0;154;0;9344;0;4;43;0;0;0;0;0;0;0;360;0;489;29;195;0;0;10;291;0;408;0;0;439;0;0;0;227;45;9;1472;22;140;0;0;17;0;59;0;0;59;14;428;202;0;0;1884;50;0;1376;0;0;0;0;204;0;0;0;14;0;10;0;0;0;11;0;0;0;44;49;0;47;0;0;0;8;1210;202;46;350;707;53;0;376;0;97;0;50;0;2;136;13;0;0;0;783;12;0;0;0;1014;1171;64;0;43;0;54;85;2651;12;404;0;0;0;35;30;0;0;0;0;0;0;18;0;5;613;884;295;990;368;396;83;0;40;369;0;0;0;0;67;0;55;2;0;295;0;99;0;215;16;0;0;0;0;0;0;0;0;7;0;7;0;0;0;40;0;0;20;0;0;0;0;0;0;57;0;306;0;2;0;0;4;0;0;0;43
BactV5V7-BC225-80_S225_L001;22;43;0;36;0;44;159;13;0;0;19;642;0;10;140;0;30;1345;0;0;377;0;12187;0;0;33;0;0;0;0;0;0;0;1065;50;315;13;300;0;0;17;16;0;245;0;0;733;0;0;0;220;0;0;65;8;120;0;0;30;0;23;0;0;0;20;413;297;0;0;1640;90;0;1441;2;0;0;0;171;0;0;0;12;0;4;0;0;0;0;0;0;0;0;35;0;41;0;0;0;0;1031;134;39;271;492;31;0;309;0;43;2;78;0;0;81;0;0;0;0;607;25;0;0;0;756;101;37;0;49;6;0;59;2258;0;32;0;0;2;54;54;0;12;0;0;0;0;43;3;0;409;869;420;2763;308;272;38;0;20;204;0;0;0;0;89;0;38;0;0;780;0;7;0;322;38;0;0;0;0;0;5;0;3;0;0;0;15;0;0;37;0;0;54;0;0;0;0;0;0;21;10;240;0;0;0;0;0;0;0;0;0
BactV5V7-BC349-220_S349_L001;28;14;13;34;0;16;219;0;0;0;124;215;0;0;816;0;12;674;425;0;239;0;10736;0;0;32;0;0;0;0;0;0;0;1464;91;658;83;163;0;0;30;731;0;208;0;0;636;0;0;2;92;152;60;1174;6;156;0;0;13;21;12;0;0;345;42;1561;57;0;0;665;65;0;648;0;0;6;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;2;35;0;32;0;0;0;3;824;101;68;148;729;9;0;195;0;52;0;75;0;0;67;13;0;0;2;556;56;0;0;0;343;1131;13;0;24;7;0;72;3097;9;1584;0;5;0;14;11;0;0;0;0;0;0;140;12;99;315;277;235;1365;295;315;61;0;16;149;0;0;0;0;29;0;19;0;0;426;0;74;0;102;0;0;0;0;9;0;4;0;0;8;4;0;0;0;0;13;0;0;0;0;0;0;0;0;0;20;0;145;0;0;0;0;0;0;0;0;0
BactV5V7-BC359-230_S359_L001;5;14;0;27;0;23;234;0;0;29;16;363;0;3;1303;0;8;1059;1650;0;164;0;6491;0;0;39;0;0;4;0;0;0;4;430;0;501;15;110;0;0;0;1945;0;247;0;0;429;0;0;29;107;498;36;6338;0;79;0;0;0;0;31;0;0;10;0;1163;189;0;0;1102;26;0;733;0;0;0;0;102;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;5;1111;173;22;156;669;13;0;157;44;0;0;0;0;0;48;7;0;0;5;378;0;0;0;0;811;476;39;0;5;0;23;54;1905;20;968;0;0;0;56;7;0;0;0;0;0;0;142;0;0;508;638;314;621;185;196;59;0;17;105;0;0;0;0;41;0;42;2;0;297;0;113;5;94;0;0;0;0;2;0;0;0;0;0;0;0;5;0;0;20;0;0;0;0;0;0;0;0;3;16;0;115;0;0;0;0;0;0;0;0;0
BactV5V7-BC353-224_S353_L001;0;20;0;60;0;31;235;0;0;0;0;319;0;0;735;0;0;1184;2878;0;81;0;6305;0;0;0;0;0;0;0;0;0;0;476;14;608;13;121;0;0;0;2000;0;207;0;0;325;0;0;70;86;203;73;6699;0;70;0;0;3;0;34;0;0;3;0;970;226;0;0;1123;16;0;614;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;0;20;0;0;0;16;1209;182;19;174;610;0;0;128;47;27;0;3;0;0;56;3;0;0;0;431;0;0;0;0;761;256;34;0;0;0;0;29;2092;18;1030;25;10;0;58;9;0;0;0;0;0;0;30;0;0;559;718;292;665;198;234;22;0;18;58;0;0;3;52;11;0;55;0;0;245;0;35;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;23;0;59;0;0;0;0;0;0;0;0;3
BactV5V7-BC341-206_S341_L001;11;56;6;16;0;25;278;0;0;0;31;544;0;0;346;0;10;1833;275;0;395;0;7866;0;4;36;0;14;0;0;0;0;0;729;137;602;59;383;0;0;19;555;0;512;0;0;813;0;5;0;281;23;0;300;19;399;0;0;34;0;44;0;0;403;50;662;205;0;0;1631;152;0;1029;0;0;0;8;217;0;0;0;25;0;8;0;9;0;0;0;9;0;5;0;0;48;0;0;0;50;1830;175;106;282;1066;35;0;221;0;13;15;158;0;0;100;0;0;0;0;1011;94;0;0;0;774;755;40;0;2;11;43;116;3341;22;566;0;68;0;31;5;0;15;4;0;2;0;111;16;15;409;705;270;1011;288;434;99;0;29;319;0;0;0;0;100;0;72;0;0;242;0;106;2;139;40;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;2;30;0;208;0;0;0;4;0;0;0;0;0
BactV5V7-BC194-2_S194_L001;17;46;14;24;0;30;208;3;0;0;0;460;0;0;212;0;23;669;662;0;323;0;11490;0;0;52;0;0;0;0;0;0;19;428;0;877;11;141;0;0;11;959;0;213;0;0;808;0;0;0;135;0;0;4236;0;163;0;0;33;0;0;0;0;3;6;501;150;0;0;1295;42;2;1250;0;0;0;5;124;0;0;0;7;0;0;0;0;0;7;0;0;0;9;36;0;36;0;0;0;0;873;135;45;192;387;9;0;268;14;50;0;79;0;0;67;0;0;0;3;950;3;0;0;0;557;125;22;0;47;16;0;65;1827;0;275;0;0;0;15;25;0;0;0;0;0;0;67;9;2;803;557;505;1545;251;136;24;0;30;270;0;0;0;0;51;0;17;0;0;370;0;71;0;243;74;0;0;0;12;0;0;0;0;0;0;0;22;0;0;58;0;0;0;0;0;0;0;0;0;56;0;178;0;0;0;0;11;0;0;4;0
BactV5V7-BC237-94_S237_L001;12;33;0;4;0;19;204;0;0;0;411;165;0;0;170;0;8;851;2;0;360;0;14862;0;9;22;0;8;0;0;0;0;3;1115;183;773;0;87;0;0;19;33;0;267;0;0;1020;0;0;3;129;0;0;62;4;108;0;0;10;28;0;0;0;74;94;1766;119;0;0;910;46;0;303;0;0;0;0;103;0;0;0;17;0;0;0;0;0;0;0;0;0;0;37;0;21;0;0;0;0;1143;22;66;253;1054;3;0;316;0;40;0;101;0;0;126;2;0;0;0;558;32;0;0;0;598;747;22;0;0;0;45;0;2927;16;29;0;0;0;22;22;0;0;0;0;0;0;46;0;0;274;426;267;1810;279;245;16;0;35;132;0;0;0;0;51;0;0;0;0;574;0;47;0;82;25;0;0;0;20;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;9;0;176;0;0;0;0;0;0;0;12;0
BactV5V7-BC16-40_S16_L001;0;0;0;0;10;0;3;0;0;0;13;32;0;6;0;0;23;7972;0;0;24;0;8053;0;0;0;0;30;0;0;0;0;0;175;29;2542;66;0;0;0;12;306;0;229;0;0;127;0;0;11;0;0;0;138;142;43;0;0;5;893;0;0;0;0;0;842;8;14;0;71;178;0;78;0;0;0;24;0;0;0;0;0;0;0;0;0;188;0;0;0;0;0;0;0;0;0;0;0;0;120;1323;27;0;1451;0;0;6;0;0;0;147;0;0;0;27;0;0;0;23;0;0;0;0;156;2163;170;0;0;20;0;0;720;18;0;0;338;0;8;0;0;0;0;0;0;0;88;0;0;9;38;3;38;234;7769;29;0;9;23;0;0;0;0;7;0;19;0;0;26;0;5;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
BactV5V7-BC193-1_S193_L001;42;113;0;12;2;41;324;0;0;0;17;755;4;0;216;0;0;393;19;0;307;0;12211;0;0;45;0;0;0;0;0;0;0;623;2;570;19;271;0;0;23;33;0;293;0;0;466;0;0;0;250;0;0;60;0;142;0;0;54;0;24;2;0;27;35;410;262;0;0;1581;69;0;1944;0;0;0;0;193;0;0;0;9;0;4;0;6;0;0;0;0;0;14;76;0;48;0;0;0;2;1041;193;71;337;849;31;0;692;0;75;0;123;0;0;148;4;0;0;0;1356;38;0;0;0;630;69;61;0;53;3;43;87;2203;6;4;0;0;0;27;74;0;0;0;0;0;4;91;0;0;826;792;473;2204;541;227;69;0;29;472;0;0;7;0;110;0;34;0;0;621;0;45;11;310;14;0;2;0;16;0;10;0;0;0;0;14;0;0;0;66;0;0;36;0;0;0;0;0;6;31;0;292;0;0;0;4;0;0;0;10;4
BactV5V7-BC216-62_S216_L001;16;30;0;0;0;31;346;0;0;0;288;484;0;0;305;0;15;764;48;0;302;0;14214;0;0;42;0;0;0;0;0;0;0;775;79;791;4;247;0;0;9;84;0;317;0;0;923;0;0;6;145;0;0;364;7;163;0;0;22;0;37;0;0;42;45;1124;158;0;0;1132;88;0;1143;0;0;0;0;141;0;0;0;20;0;0;0;0;0;0;0;0;0;0;74;0;34;0;0;0;25;1195;160;93;247;1053;13;0;346;0;33;0;75;0;0;118;0;0;0;0;704;5;0;0;0;589;400;33;0;22;5;38;56;3052;9;24;0;5;0;20;24;0;7;4;0;0;0;55;0;0;401;423;261;1857;370;260;47;0;38;160;0;0;5;0;34;0;34;4;0;506;0;22;0;122;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;2;27;0;0;0;0;0;0;21;0;146;0;0;0;0;0;0;0;0;0
BactV5V7-BC217-63_S217_L001;36;33;0;15;0;19;226;5;0;0;1173;404;0;8;148;0;13;572;16;0;327;0;13291;0;0;40;0;0;0;0;0;0;0;866;143;631;9;255;0;2;26;14;0;239;0;0;846;0;0;0;157;0;0;122;4;138;0;0;15;13;27;0;0;164;64;1600;169;0;0;1057;117;0;1151;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;19;0;0;0;7;1277;164;69;177;1016;30;0;348;0;8;0;97;0;0;112;4;0;0;0;773;11;0;0;0;668;697;21;0;10;4;33;43;2814;65;32;0;15;0;19;33;0;0;0;0;0;2;67;14;0;481;492;289;1645;372;273;72;0;51;249;0;0;0;0;39;0;15;0;0;589;0;15;0;139;31;0;9;0;8;0;0;0;0;0;0;0;0;0;0;32;0;0;24;0;0;0;0;0;0;27;0;202;0;0;0;0;0;0;0;0;0
BactV5V7-BC350-221_S350_L001;7;34;11;38;0;39;205;4;0;0;0;530;0;0;194;0;12;1149;0;0;493;0;8112;0;3;39;0;0;2;0;0;0;0;3114;33;30;73;79;0;0;34;90;0;448;0;0;509;0;0;0;262;0;0;69;0;376;0;0;33;0;34;0;8;187;32;620;141;0;0;1285;36;0;944;0;2;0;0;176;0;0;0;35;0;0;0;0;0;6;0;0;0;12;10;0;38;0;0;0;4;937;149;132;287;291;44;0;421;0;44;10;171;0;0;119;26;0;0;2;971;101;0;0;0;412;1431;48;0;10;4;32;357;4623;9;120;0;25;0;24;47;0;16;0;0;0;0;15;27;0;439;473;106;4616;422;203;58;0;34;196;2;0;0;0;89;0;84;0;0;586;0;112;0;280;10;0;0;0;11;0;8;0;0;0;0;0;0;0;0;37;6;0;0;0;8;33;0;0;0;22;0;294;0;0;0;0;0;0;0;0;7
BactV5V7-BC363-234_S363_L001;29;24;0;26;0;17;152;0;0;0;154;286;0;0;474;0;8;649;83;0;349;0;12362;0;6;33;0;8;0;0;0;0;0;1392;519;999;11;230;0;0;17;459;0;150;0;0;945;0;0;0;120;3;80;199;8;202;0;0;11;0;15;0;0;429;142;2956;102;0;4;725;173;0;906;0;0;4;0;141;0;0;0;15;0;0;0;0;0;0;0;18;0;0;47;0;25;0;0;0;90;883;132;78;140;985;7;0;277;0;100;42;165;0;0;75;20;0;0;0;595;20;2;0;0;410;473;68;0;36;13;24;74;3015;197;450;0;35;0;25;16;0;8;0;0;3;0;168;21;0;207;354;399;2390;337;260;53;0;21;145;0;0;0;0;46;0;24;0;0;508;0;63;0;124;0;0;13;0;0;0;0;0;0;0;4;0;0;0;0;21;0;0;26;0;0;12;0;0;0;6;0;160;0;0;0;0;0;0;0;0;0
BactV5V7-BC204-30_S204_L001;59;62;0;36;0;41;377;0;0;0;2;481;0;2;186;0;17;982;6;0;315;0;10384;0;0;64;0;0;0;0;0;0;0;634;28;553;31;222;0;0;21;94;0;523;0;0;1021;0;0;0;214;0;0;232;5;147;0;0;34;0;51;0;0;76;35;755;315;0;0;2270;115;0;1134;0;0;0;0;303;0;0;0;25;0;0;0;0;0;0;0;0;0;22;72;0;53;0;0;3;9;1698;239;74;452;843;29;0;576;0;66;0;131;0;0;206;5;0;0;0;1049;18;0;0;0;1335;89;76;4;59;0;33;84;3289;20;115;2;3;0;33;53;0;9;0;0;0;0;121;0;0;679;920;277;2138;455;389;162;0;58;313;5;0;0;0;65;0;0;0;0;620;0;133;0;311;29;0;2;0;21;0;6;0;0;0;0;0;17;0;0;22;0;0;0;0;0;0;0;0;0;32;0;250;0;0;0;0;0;0;0;0;6
BactV5V7-BC252-112_S252_L001;22;48;0;11;3;15;189;3;0;0;103;212;0;15;76;0;14;208;78;0;369;0;16189;0;10;22;0;0;0;0;0;0;0;629;457;471;8;233;0;5;0;167;0;335;0;0;526;0;0;0;100;0;0;268;4;157;0;0;21;0;27;0;0;311;10;1384;218;0;0;1360;84;0;978;0;0;0;0;176;0;0;0;11;0;6;0;0;0;0;0;0;0;0;27;0;17;0;0;0;0;1670;122;158;264;1841;7;0;457;0;19;0;104;0;0;79;9;0;0;3;768;23;0;0;0;906;673;40;0;22;0;28;44;2817;12;54;0;14;0;28;32;0;0;0;0;0;0;60;5;17;374;684;399;675;260;367;23;0;24;177;0;0;0;0;60;0;0;0;0;366;2;94;0;85;0;0;0;0;23;0;3;0;0;0;0;0;11;0;0;30;0;0;0;0;0;0;0;0;0;20;0;106;0;0;0;0;0;0;0;0;0
BactV5V7-BC357-228_S357_L001;27;45;0;51;23;24;249;7;0;0;11;749;0;0;356;0;219;1646;607;0;334;0;10038;0;0;35;0;0;0;0;2;0;0;622;20;395;46;262;0;0;19;505;0;442;5;0;644;0;0;0;192;68;25;2279;0;203;0;0;50;0;66;0;0;476;69;851;164;0;0;1664;100;0;1137;0;0;0;0;199;3;0;0;26;0;8;0;23;0;4;0;0;0;27;22;0;23;0;0;0;0;1055;331;53;345;764;12;0;432;8;72;0;125;0;0;130;11;0;0;0;1173;84;0;0;0;759;999;50;0;26;0;49;120;3365;17;1560;0;3;0;37;61;0;0;4;0;3;0;52;165;0;718;616;294;1674;307;247;88;0;61;229;3;0;0;0;71;0;53;0;0;389;0;117;0;258;55;0;0;0;9;0;0;0;0;0;0;0;14;0;0;44;0;0;3;0;0;3;0;0;0;51;0;408;0;0;0;0;0;0;0;8;0
