Absidia;Achroiostachys;Acremonium;Acrophialophora;Agaricus;Alternaria;Amanita;Ampelomyces;Angustimassarina;Aniptodera;Aphanoascus;Apodus;Arrhenia;Arthrobotrys;Articulospora;Ascobolus;Aspergillus;Atractiella;Aureobasidium;Auxarthron;Barnettozyma;Beauveria;Betamyces;Biappendiculispora;Bipolaris;Biscogniauxia;Bjerkandera;Blumeria;Botryoderma;Botryotrichum;Bovista;Byssochlamys;Byssonectria;Cadophora;Candelariella;Capronia;Cephalotrichum;Chaetomium;Cheilymenia;Chloridium;Chromelosporium;Chrysosporium;Ciliolarina;Cladophialophora;Cladorrhinum;Cladosporium;Clarireedia;Clitopilus;Clonostachys;Colletotrichum;Conocybe;Coprinellus;Coprinopsis;Coprinus;Cortinarius;Crocicreas;Curvularia;Cyberlindnera;Cyphellophora;Dactylaria;Dactylella;Dendryphion;Dichotomopilus;Dictyosporium;Dinemasporium;Drechmeria;Efibulobasidium;Eleutherascus;Emericellopsis;Entoloma;Equiseticola;Erysiphe;Exophiala;Exserohilum;Filobasidium;Flammulina;Fontanospora;Fusarium;Fusicolla;Fusidium;Gaertneriomyces;Gamsia;Ganoderma;Gelasinospora;Geminibasidium;Geomyces;Gibberella;Gliomastix;Glomus;Gongronella;Gymnoascus;Gyrothrix;Heteroconium;Hirsutella;Humicola;Hymenoscyphus;Hyphoderma;Hyphodiscus;Hyphodontia;Hypholoma;Ilyonectria;Iodophanus;Itersonilia;Jackrogersella;Knufia;Lachnum;Lactarius;Lambertella;Lecanicillium;Lepista;Leucothecium;Lobulomyces;Lycoperdon;Malassezia;Marasmiellus;Marasmius;Mariannaea;Meliniomyces;Metacordyceps;Metapochonia;Metarhizium;Microdochium;Microscypha;Minimedusa;Mollisia;Monocillium;Mortierella;Mrakia;Mycoarthris;Mycosphaerella;Myriodontium;Myrmecridium;Naganishia;Neobulgaria;Neodevriesia;Neoroussoella;Neosetophoma;Oidiodendron;Operculomyces;Ophiosphaerella;Orbilia;Paragibellulopsis;Paramyrothecium;Paranamyces;Paraphaeosphaeria;Paraphoma;Penicillium;Periconia;Peziza;Phaeoacremonium;Phaeosphaeria;Phialemoniopsis;Phialemonium;Phialocephala;Phlyctochytrium;Pholiotina;Phomatospora;Platystomum;Pleurophoma;Podospora;Preussia;Psathyrella;Pseudallescheria;Pseudeurotium;Pseudocoleophoma;Pseudogymnoascus;Pseudombrophila;Pseudopithomyces;Pseudorobillarda;Pseudotaeniolina;Pyrenochaeta;Radulomyces;Ramicandelaber;Ramophialophora;Rhizoctonia;Rhizophlyctis;Rhizophydium;Rhodotorula;Romagnesiella;Sarocladium;Schizothecium;Schwanniomyces;Sclerostagonospora;Sclerotinia;Scutellinia;Scytalidium;Serendipita;Setophaeosphaeria;Setophoma;Simocybe;Slooffia;Slopeiomyces;Smittium;Solicoccozyma;Spegazzinia;Spizellomyces;Sporidesmiella;Sporobolomyces;Staphylotrichum;Stemphylium;Striatibotrys;Subulicystidium;Symmetrospora;Syncephalis;Talaromyces;Tausonia;Tetracladium;Thelonectria;Tolypocladium;Torula;Trametes;Trichocladium;Trichoderma;Trichopezizella;Udeniozyma;Umbelopsis;Ustilago;Valsonectria;Volutella;Vuilleminia;Waitea;Zopfiella
FunITS-BC31-190_S31_L001;0;0;120;0;0;0;0;0;0;0;0;0;0;1010;0;84;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;0;0;15;0;0;0;0;287;29;12048;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2937;0;0;0;91;0;0;0;0;3583;3;2506;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;5;440;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;267;59;0;0;0;0;0;0;20;0;0;0;0;84;0;0;0;40;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;32;48;0;0;0;7;0;0;0;0;0;0;0;209;0;140;0;0;0;0;0;921;0;9;0;0;28;0;0;0;0;3;192;0;0;0;0;0;0;0;0;0
FunITS-BC158-91_S158_L001;0;0;215;51;0;0;0;0;0;0;0;16;494;822;13;184;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;10;11;0;0;0;0;72;15;18003;0;0;0;0;42;0;0;171;0;0;0;2;0;0;7;0;0;0;0;102;0;0;0;0;0;4;0;199;7;0;0;59;0;0;0;0;1636;15;300;0;0;0;0;0;0;0;16;0;0;0;0;0;0;11;41;0;0;0;0;0;11;0;0;0;0;0;5;0;0;0;0;0;0;0;0;24;0;0;0;9;9;0;172;0;23;989;0;9;0;0;0;0;0;0;0;0;0;0;12;0;0;0;7;0;4;539;85;115;0;0;0;0;0;10;0;0;0;0;8;0;3;0;72;0;0;0;9;0;0;22;0;0;0;0;0;0;0;0;0;110;10;0;0;0;0;0;0;0;0;0;0;0;242;0;36;0;0;0;0;0;0;0;0;0;0;44;20;0;0;0;0;325;0;0;0;0;0;5;0;0;0
FunITS-BC99-15_S99_L001;0;0;6;0;0;0;0;0;0;0;0;24;0;0;0;210;0;0;0;0;0;0;0;0;219;0;0;4703;0;0;0;0;0;535;0;0;0;0;0;0;501;0;0;0;0;5;0;0;7656;0;0;0;0;0;0;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;0;0;0;0;2205;0;7130;0;0;0;0;0;0;352;0;0;0;0;0;0;0;0;902;0;0;0;0;0;28;7;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;54;0;0;0;0;75;0;0;22;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;86;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;10;32;0;0;0;0;0;51;54;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;196;0;0;0;0;0;2;0;0;0;0;0;0;0;68;0
FunITS-BC49-208_S49_L001;0;0;716;0;0;0;0;0;0;0;0;12;0;1303;0;114;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;107;8;15262;0;0;0;0;31;0;0;19;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;1694;0;0;0;72;0;0;0;0;403;0;752;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;22;0;0;11;255;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;2210;53;0;0;0;0;0;2;47;0;0;0;0;4;0;0;0;69;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;93;13;0;0;0;0;0;0;0;0;0;0;0;267;0;20;0;0;0;0;0;65;0;0;0;0;19;0;0;0;0;5;2060;0;0;0;0;0;4;0;0;0
FunITS-BC48-207_S48_L001;0;6;82;38;0;8;0;0;0;0;0;9;0;2743;0;1828;0;0;0;0;0;0;12;10;0;0;0;0;0;0;0;0;43;71;0;0;0;0;0;42;14486;0;0;0;0;91;0;0;113;0;0;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1472;8;0;0;170;0;0;0;0;388;20;60;0;0;7;0;0;0;8;32;0;0;0;0;0;0;0;28;0;0;0;0;0;65;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;32;0;17;0;8;35;1258;0;0;24;0;0;0;0;0;0;0;6;0;0;0;11;0;0;0;34;511;19;0;0;0;0;0;0;46;0;0;0;0;0;0;23;0;207;0;0;0;6;0;0;48;0;0;0;0;0;0;0;0;0;107;25;0;0;8;21;0;0;0;0;0;0;0;1322;0;78;0;0;0;0;0;4;0;65;0;43;0;4;10;0;0;34;80;0;0;0;0;0;0;0;0;0
FunITS-BC89-1_S89_L001;0;8;38;0;0;16;0;0;0;0;0;6;0;0;39;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;30;0;0;0;0;131;29;21942;0;0;0;0;123;0;0;25;0;0;25;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;74;11;0;0;73;0;5;0;0;115;25;103;0;0;0;0;0;0;36;44;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;34;0;0;5;0;0;0;0;0;0;0;0;0;10;0;25;0;0;31;915;0;0;28;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;198;91;0;0;0;0;0;0;20;0;0;0;0;26;0;10;0;418;0;0;0;11;0;0;202;0;0;0;0;0;0;0;0;0;77;52;0;0;13;6;0;0;0;0;4;0;0;548;0;15;0;0;0;0;0;0;0;20;0;0;17;17;0;0;0;15;36;0;14;0;0;0;0;0;0;0
FunITS-BC25-184_S25_L001;0;149;13;0;0;0;0;0;0;0;0;0;0;258;0;0;0;0;0;0;0;0;0;0;29;0;0;3199;0;0;0;0;0;10;0;0;0;0;0;0;18;0;0;0;8;20;0;0;0;0;0;0;0;0;0;2;0;0;0;0;48;0;0;0;0;0;0;0;116;0;0;0;191;0;0;0;0;6473;0;3;0;0;0;0;0;0;6167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;18;0;0;0;0;8;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;9429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;7;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;39;0;0;0;0;0;0;3;0;0;0
FunITS-BC139-80_S139_L001;0;0;35;238;0;20;0;0;71;0;0;10;0;1521;0;1761;0;0;72;0;0;0;0;0;0;0;0;3;0;0;0;0;0;10;0;0;0;0;48;0;19665;0;0;0;0;12;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;569;0;0;0;0;0;0;0;0;33;7;21;0;0;0;0;0;0;0;3;0;0;0;0;0;18;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;16;0;0;0;0;0;0;10;2;0;0;0;0;0;40;0;0;19;0;537;0;0;0;0;0;0;0;0;0;0;186;0;0;0;27;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;577;0;170;0;0;0;0;0;0;0;0;0;0;219;0;357;0;0;0;0;0;3;0;7;0;0;0;10;0;0;0;8;5;0;0;0;0;0;0;0;0;0
FunITS-BC108-31_S108_L001;0;0;44;0;0;197;0;0;0;0;0;39;0;764;0;2162;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;49;22;19835;0;0;0;0;198;0;0;46;0;0;3;0;0;0;8;0;0;0;0;50;0;0;0;0;0;0;0;87;30;0;0;56;0;0;0;0;189;18;64;0;0;0;0;0;0;10;97;0;0;0;0;0;0;0;141;0;0;0;0;0;0;0;0;0;3;0;6;0;0;0;0;0;0;0;0;14;0;0;0;42;0;16;0;0;19;791;0;0;54;0;0;3;0;0;0;46;0;7;0;0;0;22;0;0;0;159;50;0;0;0;0;0;0;0;0;0;0;0;36;0;2;0;145;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;20;0;0;0;33;0;0;0;0;0;8;15;0;664;0;0;0;0;0;0;0;0;3;53;0;5;33;9;18;0;0;20;53;0;0;0;0;0;0;0;0;0
FunITS-BC155-88_S155_L001;0;0;6;0;0;0;0;0;0;0;0;0;0;185;0;423;0;0;0;0;0;0;0;0;3;0;0;67;0;0;0;0;4;0;0;0;0;0;0;14;16777;0;0;0;0;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;0;0;0;55;0;0;0;0;537;0;115;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;8;0;0;0;0;0;8;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;15;64;0;0;0;4463;0;0;0;0;0;0;0;0;0;0;0;15;19;0;0;0;0;0;0;1993;86;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;288;0;74;0;0;0;0;0;0;0;12;0;0;25;0;0;0;0;28;22;0;0;0;0;0;14;0;877;0
FunITS-BC145-94_S145_L001;0;0;19;61;0;0;0;0;0;0;0;17;0;905;0;483;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;8;27;0;0;0;0;27;6;14768;0;0;0;51;12;0;0;149;0;0;6;41;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;207;0;0;0;21;0;0;0;0;1865;28;308;0;0;0;0;0;0;0;12;0;0;0;0;0;0;25;12;0;0;0;0;0;10;0;0;0;0;0;0;3;0;0;0;0;0;0;0;19;0;0;0;8;0;17;12;0;6;1142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327;81;5045;0;0;0;0;0;0;0;25;0;0;0;0;0;0;35;0;0;0;9;0;0;36;0;0;0;0;0;0;0;0;4;203;7;0;0;0;0;0;0;0;0;0;0;0;275;0;77;0;0;38;0;0;0;0;8;0;0;20;4;0;0;0;0;91;0;7;0;0;0;104;0;0;0
FunITS-BC160-93_S160_L001;0;0;9;0;0;0;0;0;0;0;0;16;3;656;0;1616;0;0;0;0;0;0;4;0;0;0;0;119;0;0;0;0;0;0;0;0;0;0;4;12;11182;0;0;0;0;10;0;0;64;0;0;15;2;24;0;21;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;36;0;0;0;0;1024;30;89;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;11;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;13;0;0;0;305;0;0;0;0;0;0;0;0;0;0;0;17;20;0;0;0;0;0;0;126;39;11599;0;0;0;0;0;23;0;0;0;0;9;0;0;0;15;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;105;3;0;0;0;0;0;0;0;0;0;0;2;109;0;216;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;13;0;0;0;0;0;21;0;0;0
FunITS-BC19-178_S19_L001;0;0;18;0;0;0;0;0;0;0;0;0;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;2816;0;0;0;0;0;3;0;0;0;0;0;0;13;24;0;0;12;0;0;12;41;0;0;0;0;0;0;4546;0;0;0;0;0;0;0;0;0;0;0;0;328;0;0;0;229;0;0;0;0;9490;0;1137;0;0;0;0;0;0;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;209;0;0;33;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;15;0;0;6363;0;0;0;0;0;0;0;0;0;0;0;606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;499;0;0;0;0;0;0;0;0;0
FunITS-BC32-191_S32_L001;0;0;4;0;0;0;0;0;0;0;0;6;0;1541;0;113;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;20036;0;0;0;0;7;0;0;2909;0;0;0;0;4;0;8;0;0;0;0;385;0;0;0;0;0;0;0;1102;0;0;0;21;0;0;0;0;423;0;107;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;125;21;0;0;0;3;348;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;211;12;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;67;0;199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0
FunITS-BC144-85_S144_L001;0;0;24;21;0;7;0;0;0;0;0;22;0;698;0;1286;0;0;0;0;0;0;100;0;16;0;0;49;0;0;0;0;26;26;0;0;0;0;0;0;16383;0;0;0;53;18;0;0;215;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;157;3;0;0;65;0;0;0;0;2604;11;208;0;0;0;0;0;0;0;5;0;0;0;0;0;0;7;11;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;13;0;0;30;0;0;2947;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;2179;61;0;0;3;0;0;0;7;0;0;0;0;30;0;0;0;28;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;51;8;0;0;4;0;0;0;0;0;0;0;0;392;0;38;0;0;0;0;0;0;0;12;9;0;21;29;0;0;0;0;13;0;0;0;0;0;27;0;23;0
FunITS-BC21-180_S21_L001;0;0;5;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;6;0;0;2438;0;0;0;0;0;0;0;0;0;0;0;5;112;23;0;0;0;11;0;0;32;0;0;0;0;0;0;1398;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;15794;0;2233;0;0;0;0;0;0;2191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;404;0;0;0;119;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;34;2985;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;33;0;0;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;5;0;0;0;0;12;0;0;0;0;12;0;0;0;0;0;0;0;0;21;0;0;0;0;0;9;0;0;0
FunITS-BC125-61_S125_L001;0;0;23;63;0;0;0;0;0;0;0;108;0;578;0;1151;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;10;15;0;6;0;0;57;47;14195;0;0;0;0;29;0;3;166;0;0;0;3;2396;0;51;0;0;0;0;10;0;0;0;0;0;0;0;79;8;0;0;71;0;0;0;0;1113;11;203;0;0;0;0;0;0;0;16;0;0;0;0;0;0;23;0;0;0;0;0;0;4;0;0;0;0;0;8;6;0;32;0;0;0;0;0;0;0;0;0;22;6;0;9;0;37;937;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;1405;71;4467;0;0;0;0;3;7;0;0;0;0;17;0;0;0;50;0;0;0;10;0;0;57;0;0;0;0;0;0;0;0;0;294;0;0;0;0;0;0;0;0;0;8;0;0;279;0;19;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;14;54;0;0;0;0;0;70;0;0;0
FunITS-BC157-90_S157_L001;0;0;14;0;0;0;0;0;0;0;0;53;0;488;0;1247;0;0;0;0;0;0;0;0;0;0;0;167;0;0;0;0;0;10;0;0;0;0;14;0;15077;0;0;0;0;54;0;0;103;0;0;12;0;0;0;20;0;0;0;10;0;0;0;0;0;0;0;0;295;0;0;0;134;0;0;0;0;800;0;707;0;0;0;0;0;0;30;5;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;4;0;0;0;9;71;19;10;0;10;885;0;0;0;0;0;0;0;0;0;0;0;23;12;0;0;0;0;0;0;6633;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;7;0;0;28;0;0;0;0;0;0;0;0;0;144;0;0;0;0;4;0;5;0;0;0;0;0;646;0;0;0;0;0;0;0;0;0;10;0;9;106;19;0;0;0;20;15;0;0;0;0;0;8;0;661;0
FunITS-BC101-23_S101_L001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;2549;0;0;0;0;0;13;0;0;0;0;0;0;96;0;0;0;0;0;0;0;3041;0;0;4;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;15958;0;5108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;5;0;0;0;0;0;310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;0;19;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;51;152;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;10;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1022;30;0;0;0;0;0;5;0;0;0
FunITS-BC113-40_S113_L001;0;0;5;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;2098;0;0;0;0;0;11;0;0;0;0;0;0;6;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;12932;0;1259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11133;0;0;0;0;0;18;0;0;0;0;0;88;7;0;0;0;0;0;0;0;0;0;0;0;0;15;377;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;13;199;0;0;0;0;0;0;8;0;0;0;0;4;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;52;0;0;0;12;0;0;0;0;0;0;43;0;0;0
FunITS-BC135-73_S135_L001;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;3407;0;0;0;0;0;0;0;0;0;0;0;0;138;0;0;0;0;0;0;14;0;0;0;0;0;0;0;115;0;0;0;0;0;0;0;0;0;0;0;0;158;0;0;0;63;0;0;0;0;24625;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;9;14;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;190;0;0;0;0;0;0;20;5;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;0;0;0;0;11;0;0;0;0;0;4;0;0;0
FunITS-BC112-38_S112_L001;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;395;0;0;3369;0;0;0;0;0;0;0;0;0;0;148;89;35;15;0;0;0;347;0;0;892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;0;0;8611;13;3474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1150;0;0;0;0;6152;17;0;0;0;758;0;0;34;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;14;143;675;0;0;0;0;0;0;15;0;0;0;0;171;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;39;12;0;0;9;0;0;30;0;0;0;0;0;0;29;0;0;0;0;0;0;0;78;0;0;0;0;2684;0;0;0;0;0;130;0;0;0;0;0;86;0;0;0
FunITS-BC109-33_S109_L001;0;0;18;0;0;10;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;75;0;0;3306;0;0;0;4;0;0;0;0;0;0;3;0;292;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26510;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;19;0;0;0;0;24;0;0;0;0;0;0;18;0;32;0;0;0;102;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;9;451;0;0;0;0;0;18;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;11;0;0;61;0;0;0;0;0;7;0;0;0;0;0;42;0;0;0
FunITS-BC59-218_S59_L001;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;13;0;0;1641;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;511;0;0;0;28;0;0;0;0;8467;0;15222;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0;3132;0;0;0;0;0;0;0;3170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FunITS-BC118-47_S118_L001;0;0;15;0;0;1354;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;8;454;0;0;4794;0;0;0;0;0;14;0;0;0;0;0;0;10;20;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;28;0;0;0;0;23599;0;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;125;0;0;0;128;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;232;106;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;26;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;206;0;3;0;0;0;0;0;0;0;0;17;0;2;0;0;0;14;0;0;0;0;0;443;0;0;0
FunITS-BC134-70_S134_L001;0;0;147;0;0;19;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;10;0;0;7483;0;0;0;0;0;18;0;0;0;0;0;537;32;0;0;0;0;58;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;209;0;0;0;0;12965;0;16313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;12;0;97;6;0;0;89;0;0;21;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;41;11;0;0;0;0;13;0;19;0;0;0;0;0;0;0;0;6;0;23;0;6;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;9;0;0;0;0;0;0;17;0;0;0;0;0;7;0;0;0;16;0;0;0;0;0;0;0;0;9;0;0;0;0;0;5;0;0;0
